surface_m2,nb_pieces,etage,ascenseur,temps_metro,annee_construction,quartier,balcon_terrasse_m2,etat_bien,stationnement,prix_eur
42,2,12,0,10,2012,Confluence,10,neuf,1,328900
87,3,6,1,10,2009,Confluence,4,bon,1,574400
72,3,7,0,8,1975,Part-Dieu,5,neuf,1,484700
48,2,5,0,6,1945,Vieux Lyon,5,à rénover,0,265100
52,2,9,0,6,1946,Vieux Lyon,2,bon,0,338300
89,5,6,0,7,1952,Croix-Rousse,0,bon,0,552500
31,1,2,0,4,1994,Part-Dieu,4,à rénover,1,186500
43,2,9,1,7,1976,Croix-Rousse,6,à rénover,0,260800
72,4,4,0,5,1917,Presqu'île,3,à rénover,0,403600
54,2,1,0,8,1972,Croix-Rousse,7,bon,1,365100
49,2,0,0,4,2025,Part-Dieu,5,bon,1,338300
43,2,0,0,6,1975,Part-Dieu,0,bon,1,265100
26,1,13,0,1,1914,Presqu'île,4,bon,1,201800
69,3,3,0,5,1967,Presqu'île,3,à rénover,0,410100
36,2,1,0,3,1978,Presqu'île,0,à rénover,0,217900
81,4,14,1,7,1994,Part-Dieu,4,bon,1,552400
30,1,11,1,5,1958,Presqu'île,4,bon,0,214300
56,3,12,0,3,1938,Vieux Lyon,5,à rénover,0,333800
39,2,12,1,9,1988,Croix-Rousse,0,à rénover,0,228300
100,6,1,0,3,1940,Monplaisir,1,bon,0,577100
52,3,6,1,9,2002,Confluence,4,bon,1,353900
45,2,1,0,6,1963,Presqu'île,0,à rénover,0,259900
39,2,0,0,1,2025,Part-Dieu,11,neuf,1,313300
51,2,4,0,4,1964,Part-Dieu,4,bon,0,315900
42,2,12,1,8,1980,Croix-Rousse,7,bon,1,299600
25,1,2,0,7,2025,Confluence,0,bon,1,174400
42,2,15,1,6,1948,Monplaisir,4,à rénover,0,234600
87,4,11,0,7,2005,Part-Dieu,11,neuf,1,639800
24,1,9,0,5,1912,Vieux Lyon,6,bon,0,158800
42,2,15,0,4,1973,Part-Dieu,8,bon,1,306900
32,1,6,0,6,2013,Confluence,4,bon,1,229700
36,2,4,0,6,1993,Croix-Rousse,11,bon,1,266900
33,1,13,0,9,2000,Confluence,12,neuf,1,265600
91,5,15,1,9,2025,Confluence,12,neuf,1,687000
53,2,9,0,5,1986,Monplaisir,0,bon,1,334200
44,2,15,1,8,1981,Croix-Rousse,4,bon,0,313600
59,3,12,1,5,1971,Croix-Rousse,0,à rénover,1,368400
25,1,2,0,5,1941,Vieux Lyon,0,bon,0,154900
18,1,2,1,6,1933,Presqu'île,0,à rénover,0,101700
26,1,3,0,8,1936,Vieux Lyon,3,à rénover,0,135800
42,2,15,0,4,1957,Presqu'île,6,à rénover,0,270100
45,2,6,0,6,1961,Monplaisir,0,bon,0,261100
55,2,8,0,8,1984,Confluence,3,neuf,1,377800
20,1,12,0,6,2001,Part-Dieu,8,bon,1,158400
47,2,10,1,7,1940,Croix-Rousse,2,à rénover,0,261100
143,7,4,0,5,1976,Vieux Lyon,6,bon,1,937100
53,2,15,0,7,1946,Monplaisir,9,bon,0,324800
49,2,7,0,7,1913,Vieux Lyon,5,bon,0,304400
76,3,2,1,6,2015,Confluence,1,bon,1,494400
22,1,5,0,5,2006,Vieux Lyon,3,bon,1,166600
86,4,4,0,5,1910,Croix-Rousse,0,bon,0,517000
70,3,8,0,5,2025,Confluence,9,neuf,1,541500
54,2,6,1,5,1919,Vieux Lyon,4,bon,0,340300
123,6,6,0,6,2025,Part-Dieu,1,neuf,1,861100
39,2,4,0,5,1927,Vieux Lyon,0,bon,0,237500
30,1,5,1,11,2002,Confluence,3,neuf,1,222400
35,2,0,0,6,2010,Part-Dieu,1,bon,1,228900
30,1,12,1,8,1925,Vieux Lyon,7,à rénover,0,172800
51,2,1,0,7,1999,Vieux Lyon,0,bon,1,342600
98,4,1,1,3,1966,Part-Dieu,0,bon,1,618000
85,4,12,1,6,2004,Part-Dieu,5,bon,1,583200
50,2,1,0,4,1930,Part-Dieu,0,bon,0,291900
32,1,4,0,8,1956,Monplaisir,3,neuf,0,197100
29,1,12,0,6,1952,Croix-Rousse,4,bon,0,198600
107,5,5,0,5,1995,Monplaisir,8,bon,1,686500
44,2,14,1,5,1968,Monplaisir,6,bon,1,302900
65,4,6,0,5,1974,Part-Dieu,1,bon,1,413400
26,1,2,0,3,2007,Part-Dieu,4,à rénover,1,165400
81,4,0,0,8,1982,Monplaisir,1,neuf,1,500700
44,2,3,1,5,1969,Monplaisir,0,bon,1,274800
102,5,11,1,3,2004,Presqu'île,7,bon,1,801000
39,2,9,0,6,1977,Part-Dieu,1,bon,1,258800
40,2,11,0,9,1996,Confluence,7,bon,1,274600
57,2,11,1,6,1888,Vieux Lyon,2,à rénover,0,305500
29,1,8,0,5,1945,Presqu'île,1,neuf,0,208100
37,2,10,0,9,1975,Croix-Rousse,7,à rénover,1,233900
57,3,7,0,6,1918,Vieux Lyon,4,à rénover,0,300700
31,1,15,1,8,2003,Croix-Rousse,6,neuf,1,252100
44,2,2,0,6,1966,Part-Dieu,0,à rénover,0,223200
76,4,10,0,3,1976,Presqu'île,0,bon,0,540100
32,2,4,0,11,1944,Croix-Rousse,1,bon,0,190200
29,1,11,0,3,1971,Presqu'île,7,à rénover,0,194100
49,2,1,0,7,1987,Monplaisir,2,à rénover,1,265600
54,2,0,0,7,1979,Monplaisir,10,bon,0,326400
89,4,7,0,6,1985,Monplaisir,0,neuf,1,608500
68,3,6,0,6,1950,Presqu'île,4,bon,0,471800
69,4,9,1,7,1931,Croix-Rousse,8,bon,1,454300
25,1,13,0,9,2010,Monplaisir,8,neuf,1,190000
49,2,4,1,6,1976,Part-Dieu,0,bon,1,320900
68,3,2,0,5,1925,Presqu'île,3,bon,0,427000
33,2,15,1,5,1928,Croix-Rousse,5,à rénover,0,198000
165,7,4,0,9,2016,Confluence,6,neuf,1,1137100
18,1,14,1,6,1961,Monplaisir,10,bon,0,129000
73,3,1,0,5,1987,Part-Dieu,3,bon,1,467400
21,1,15,1,4,2002,Vieux Lyon,12,bon,0,166900
48,2,0,0,6,2006,Confluence,5,bon,1,324900
97,4,7,1,6,1913,Vieux Lyon,1,bon,0,597800
56,3,7,0,5,1987,Part-Dieu,2,à rénover,1,320000
28,1,5,0,8,2025,Confluence,9,neuf,1,221000
57,2,4,0,5,1950,Part-Dieu,3,à rénover,0,293700
67,3,12,0,4,1959,Part-Dieu,11,bon,1,449500
62,3,6,0,9,1981,Monplaisir,1,bon,0,359200
18,1,10,1,7,1956,Croix-Rousse,3,à rénover,0,107300
27,1,8,1,6,1992,Part-Dieu,7,bon,0,188200
22,1,3,0,6,2025,Part-Dieu,4,bon,1,167100
78,3,2,0,6,1958,Part-Dieu,4,à rénover,1,412600
18,1,7,1,4,1992,Part-Dieu,5,à rénover,1,121800
107,4,1,0,10,2025,Confluence,3,bon,1,686500
49,2,15,1,1,1944,Presqu'île,3,bon,0,361900
18,1,15,0,8,2013,Croix-Rousse,5,neuf,0,142400
55,3,7,0,9,1946,Croix-Rousse,3,bon,0,346100
39,2,3,0,3,1961,Presqu'île,4,bon,0,275000
45,2,7,0,3,1943,Presqu'île,1,bon,0,305000
55,3,2,0,7,2025,Part-Dieu,4,neuf,0,372600
21,1,7,0,7,1999,Part-Dieu,5,neuf,1,166800
39,2,1,0,8,2010,Monplaisir,3,neuf,0,255300
200,7,8,0,8,1877,Vieux Lyon,4,à rénover,0,982700
25,1,1,0,8,1984,Vieux Lyon,6,bon,0,166500
33,1,9,0,4,1974,Part-Dieu,0,bon,1,222000
47,2,2,0,5,1971,Part-Dieu,3,bon,1,295900
47,2,4,0,8,1950,Monplaisir,0,à rénover,1,229800
38,2,11,1,9,2022,Confluence,4,neuf,1,297700
104,4,13,0,7,1980,Monplaisir,1,à rénover,1,550300
32,2,7,0,6,1908,Part-Dieu,9,bon,0,197800
46,2,11,1,6,1966,Monplaisir,8,bon,1,304100
40,2,0,1,6,1950,Vieux Lyon,0,à rénover,0,210500
68,3,9,1,8,1981,Croix-Rousse,13,neuf,0,512400
117,5,8,0,8,2019,Presqu'île,4,à rénover,0,728900
75,3,10,0,7,1951,Part-Dieu,6,bon,1,478200
33,1,9,0,10,1966,Monplaisir,1,bon,0,194000
75,4,5,0,3,1956,Presqu'île,4,bon,0,524100
61,3,10,0,5,1930,Vieux Lyon,4,bon,0,386000
87,4,4,0,6,2011,Part-Dieu,8,neuf,1,612300
52,2,11,0,6,1991,Part-Dieu,0,à rénover,0,288100
67,3,6,0,1,1960,Presqu'île,7,neuf,0,520300
27,1,0,1,8,1958,Croix-Rousse,3,à rénover,0,143600
129,6,9,0,4,1873,Vieux Lyon,7,à rénover,0,683400
38,2,3,0,9,2011,Confluence,13,neuf,1,278000
19,1,13,0,4,1952,Presqu'île,10,bon,0,146000
18,1,11,0,12,2025,Confluence,9,bon,1,144500
26,1,0,0,5,2012,Part-Dieu,3,bon,1,183200
39,2,10,1,9,1924,Croix-Rousse,5,à rénover,0,218200
58,3,10,0,5,1968,Presqu'île,6,bon,0,407000
23,1,12,0,8,1939,Monplaisir,1,bon,0,135000
62,3,8,1,3,1998,Presqu'île,2,bon,0,456100
18,1,5,0,3,1947,Presqu'île,6,à rénover,0,115600
50,2,11,1,5,1982,Part-Dieu,5,neuf,1,373000
26,1,8,1,9,1950,Croix-Rousse,2,à rénover,0,142600
77,4,10,1,7,1969,Part-Dieu,5,bon,1,499400
46,2,1,0,7,1955,Vieux Lyon,3,neuf,0,307100
48,2,5,0,5,2001,Part-Dieu,7,bon,1,329800
34,2,14,1,4,1981,Presqu'île,7,bon,1,280400
47,2,13,0,8,1924,Croix-Rousse,11,bon,0,319800
36,1,7,0,9,1946,Croix-Rousse,0,bon,0,222300
32,2,3,0,8,1980,Confluence,0,neuf,1,217700
40,2,7,0,3,1938,Presqu'île,5,bon,0,279800
63,3,2,0,6,1992,Part-Dieu,0,neuf,1,426200
62,3,0,0,4,1976,Part-Dieu,0,à rénover,0,314200
18,1,15,0,8,2009,Confluence,5,bon,1,144700
20,1,8,0,3,1986,Presqu'île,3,bon,0,144800
61,2,13,0,7,1934,Croix-Rousse,4,à rénover,0,342700
200,7,14,1,6,1943,Presqu'île,10,bon,1,1450600
50,2,11,0,3,1981,Part-Dieu,8,bon,1,354400
73,4,9,0,9,1986,Confluence,4,à rénover,1,420500
52,2,5,0,5,1984,Part-Dieu,0,bon,1,330800
51,2,11,0,6,1990,Monplaisir,0,bon,1,327800
142,6,3,1,6,1947,Croix-Rousse,2,neuf,0,955700
21,1,0,0,7,2016,Monplaisir,6,bon,1,144900
20,1,1,0,6,2018,Part-Dieu,1,neuf,1,148600
56,3,2,0,5,1981,Part-Dieu,0,bon,1,356900
48,2,8,1,9,1983,Monplaisir,7,bon,1,311900
42,2,9,0,6,1932,Vieux Lyon,2,à rénover,0,226800
30,1,3,0,6,1963,Vieux Lyon,5,à rénover,1,183400
44,2,3,0,7,2008,Part-Dieu,4,neuf,1,322700
64,3,14,1,5,1960,Part-Dieu,5,bon,1,427900
123,5,0,0,4,1967,Presqu'île,0,bon,1,827700
23,1,8,0,7,1944,Croix-Rousse,1,bon,0,145400
47,2,1,0,6,2015,Part-Dieu,0,à rénover,1,267000
42,2,2,0,8,1906,Croix-Rousse,0,bon,0,250400
38,2,2,0,2,1969,Part-Dieu,0,bon,1,250300
33,2,11,0,7,1977,Croix-Rousse,7,bon,0,225600
55,2,9,0,6,1996,Monplaisir,6,neuf,1,385000
18,1,15,1,9,1948,Vieux Lyon,10,bon,0,129900
83,4,6,0,2,1931,Vieux Lyon,0,bon,0,516600
40,2,0,0,7,1976,Part-Dieu,3,à rénover,0,200600
36,2,1,0,7,1962,Part-Dieu,0,bon,0,204000
31,1,0,0,4,1940,Part-Dieu,1,bon,0,181300
49,2,12,1,5,1949,Part-Dieu,7,à rénover,1,300000
78,3,3,0,2,1965,Presqu'île,0,neuf,1,584300
42,2,5,0,2,1952,Part-Dieu,3,bon,0,273600
66,3,14,1,7,1956,Croix-Rousse,6,à rénover,0,395400
43,3,1,0,2,1982,Part-Dieu,7,neuf,1,310300
27,1,0,0,10,1967,Croix-Rousse,0,à rénover,0,138900
57,3,0,0,6,1990,Croix-Rousse,2,bon,0,368100
78,3,11,0,2,1955,Presqu'île,10,bon,0,570100
30,1,12,1,4,2025,Part-Dieu,4,neuf,1,241900
47,2,2,0,7,1971,Monplaisir,0,neuf,0,284100
75,4,7,1,6,1966,Monplaisir,4,à rénover,0,393900
54,2,6,0,2,1949,Presqu'île,7,neuf,0,406000
40,2,2,0,1,1969,Presqu'île,6,bon,0,283100
29,1,4,0,5,1945,Vieux Lyon,3,bon,0,187900
45,2,0,0,6,1980,Part-Dieu,1,bon,1,283600
18,1,1,0,3,1935,Vieux Lyon,0,bon,0,111800
24,1,2,0,7,1924,Vieux Lyon,0,bon,0,138000
135,6,14,0,8,1972,Croix-Rousse,3,à rénover,1,795600
21,1,15,0,5,1956,Part-Dieu,5,à rénover,0,127000
91,4,3,0,8,1966,Monplaisir,0,bon,0,508700
109,5,5,0,4,2012,Presqu'île,6,bon,0,797200
39,2,11,0,4,1971,Vieux Lyon,7,bon,0,273100
55,3,7,1,8,2002,Vieux Lyon,2,à rénover,0,323800
23,1,1,0,5,1978,Monplaisir,2,à rénover,0,121000
46,2,12,1,7,1985,Monplaisir,7,bon,1,310200
28,1,0,0,5,1993,Part-Dieu,5,à rénover,1,172100
30,1,13,0,10,2025,Confluence,12,neuf,1,250300
26,1,5,0,5,1961,Part-Dieu,5,bon,1,181500
89,4,15,1,7,1965,Monplaisir,5,bon,1,568300
58,2,12,1,10,2008,Confluence,10,neuf,1,434700
39,2,7,0,5,1931,Presqu'île,1,neuf,0,281200
66,3,9,0,2,1941,Presqu'île,3,à rénover,0,409400
36,1,15,0,6,1954,Croix-Rousse,12,bon,1,276500
30,1,13,0,8,2025,Confluence,8,bon,1,231300
21,1,9,0,3,1980,Monplaisir,0,neuf,0,138700
38,2,15,1,7,2013,Part-Dieu,12,bon,1,282300
60,3,8,0,7,2025,Confluence,5,à rénover,1,365800
19,1,7,0,6,1922,Vieux Lyon,0,bon,0,115600
84,4,12,0,7,1949,Vieux Lyon,4,bon,0,555500
108,5,9,1,9,2005,Confluence,6,neuf,0,769700
50,2,5,0,4,1980,Part-Dieu,2,bon,1,332300
66,3,11,0,7,2003,Part-Dieu,3,bon,1,444500
56,3,3,0,6,1961,Part-Dieu,1,à rénover,1,300400
59,3,10,1,4,2011,Presqu'île,7,neuf,1,484000
77,3,6,0,8,1955,Croix-Rousse,2,à rénover,0,420100
53,2,3,0,7,1981,Monplaisir,2,bon,1,328500
45,2,10,0,8,1928,Vieux Lyon,2,à rénover,0,246900
25,1,11,1,9,1964,Croix-Rousse,12,bon,0,183600
44,2,0,0,4,1997,Part-Dieu,0,bon,1,283500
133,7,0,0,2,1961,Presqu'île,0,bon,0,902400
36,2,3,0,6,1968,Croix-Rousse,1,bon,0,227900
47,2,6,1,3,1974,Presqu'île,0,bon,0,325700
70,4,14,1,6,1992,Confluence,4,à rénover,1,438800
51,2,0,0,7,1987,Monplaisir,0,bon,0,293900
133,6,10,0,3,1984,Part-Dieu,1,bon,1,874600
46,2,11,0,10,2011,Confluence,4,neuf,1,334200
104,4,15,1,4,1984,Part-Dieu,6,neuf,0,764100
79,3,8,0,7,1965,Croix-Rousse,2,bon,0,500500
31,1,2,0,9,1976,Confluence,6,bon,1,208800
27,2,10,0,4,1978,Presqu'île,9,à rénover,0,186400
70,3,14,1,7,1996,Monplaisir,3,bon,1,462700
41,2,6,0,7,2025,Confluence,2,à rénover,1,258800
21,1,2,0,3,1925,Presqu'île,4,bon,0,144000
18,1,3,0,4,1933,Monplaisir,2,bon,0,106400
46,2,11,1,4,1970,Presqu'île,3,neuf,0,354900
63,3,7,1,5,1979,Monplaisir,5,à rénover,1,352600
31,1,5,1,5,1884,Vieux Lyon,0,à rénover,0,155900
103,5,14,1,8,2025,Confluence,8,bon,1,730400
34,2,4,0,9,2020,Confluence,9,neuf,1,257400
91,5,5,0,5,1962,Vieux Lyon,0,bon,1,607400
34,1,5,0,8,1925,Croix-Rousse,1,à rénover,0,178000
70,3,9,0,8,1990,Monplaisir,10,bon,1,446100
49,2,6,1,8,1923,Croix-Rousse,1,bon,0,305400
62,3,4,0,6,1992,Part-Dieu,4,bon,0,394600
79,4,4,0,5,2015,Part-Dieu,6,neuf,1,569600
91,4,14,1,4,1986,Part-Dieu,14,à rénover,0,546100
47,2,14,0,7,1966,Part-Dieu,9,à rénover,0,273100
34,2,8,1,6,1949,Croix-Rousse,6,bon,0,226400
67,3,1,0,7,2006,Confluence,5,bon,1,447000
34,2,1,0,11,1951,Croix-Rousse,0,bon,1,214400
53,3,7,0,4,1975,Presqu'île,4,bon,0,373700
41,1,8,0,7,1986,Monplaisir,3,bon,0,253500
105,5,6,0,6,1973,Vieux Lyon,0,à rénover,0,597900
18,1,13,0,6,1931,Croix-Rousse,8,bon,0,127100
68,3,12,0,8,2024,Confluence,8,neuf,1,521400
35,2,6,0,7,2001,Confluence,8,à rénover,1,218900
30,1,11,0,3,1972,Presqu'île,5,bon,1,239800
77,4,12,1,6,1953,Presqu'île,5,à rénover,0,482500
32,1,5,0,7,1966,Monplaisir,3,à rénover,0,160500
85,4,12,1,5,1954,Part-Dieu,4,bon,1,537600
51,2,13,1,3,1960,Presqu'île,6,bon,0,379600
46,2,7,1,9,1987,Croix-Rousse,1,neuf,1,341000
99,5,13,1,4,2025,Part-Dieu,5,neuf,0,725400
43,2,4,0,5,1889,Vieux Lyon,0,bon,0,249600
28,1,4,0,7,2005,Confluence,5,bon,1,202700
60,3,13,0,5,1979,Monplaisir,7,à rénover,0,336900
19,1,8,0,7,1984,Monplaisir,0,bon,1,130200
69,3,3,0,7,1989,Part-Dieu,0,bon,1,434500
80,4,9,0,8,1927,Croix-Rousse,3,bon,0,496300
53,3,10,0,7,1957,Croix-Rousse,6,à rénover,1,319900
31,2,8,0,5,2005,Part-Dieu,10,bon,1,239400
18,1,15,0,5,1971,Presqu'île,0,bon,1,145800
78,4,3,0,6,1937,Presqu'île,0,à rénover,0,438000
59,3,11,0,9,1969,Confluence,1,bon,1,384500
81,4,15,1,5,1960,Croix-Rousse,5,neuf,0,610300
60,2,14,0,9,2013,Confluence,15,bon,1,440200
24,1,6,1,6,1944,Croix-Rousse,2,bon,0,160000
73,3,2,0,10,1953,Croix-Rousse,2,bon,0,438100
90,4,7,1,3,1993,Part-Dieu,4,à rénover,1,545200
128,6,2,0,9,1954,Monplaisir,2,bon,1,748800
58,3,13,0,7,2025,Confluence,9,bon,1,419000
30,1,2,0,5,1993,Part-Dieu,7,bon,0,196800
32,2,13,0,9,1921,Croix-Rousse,7,bon,0,210200
45,2,6,0,9,1961,Croix-Rousse,5,bon,0,283800
57,3,0,0,7,1987,Croix-Rousse,7,bon,0,364500
43,2,11,1,3,1990,Presqu'île,7,neuf,1,357500
35,2,14,1,7,2025,Part-Dieu,8,neuf,1,284400
27,1,7,0,7,1975,Monplaisir,3,à rénover,0,138600
43,2,3,0,8,1972,Confluence,0,à rénover,1,232300
55,2,7,0,7,2025,Confluence,4,bon,1,387400
50,2,6,1,7,1961,Croix-Rousse,0,à rénover,1,295600
68,3,9,1,5,1973,Monplaisir,3,bon,1,439300
49,2,4,0,5,2025,Monplaisir,3,bon,1,322700
51,2,4,0,6,1963,Monplaisir,7,bon,0,303400
60,3,6,0,4,1928,Vieux Lyon,2,à rénover,0,325600
41,2,15,0,6,1954,Part-Dieu,5,à rénover,0,225000
45,2,12,1,3,1948,Vieux Lyon,4,bon,0,310600
25,1,2,0,7,1985,Part-Dieu,0,bon,0,149400
89,4,15,0,5,1982,Part-Dieu,11,bon,1,606100
34,1,3,0,4,1967,Part-Dieu,2,neuf,1,236600
44,2,2,1,7,1958,Croix-Rousse,0,neuf,0,291800
38,2,9,0,6,1940,Croix-Rousse,7,bon,0,251800
54,3,6,0,7,2025,Part-Dieu,5,bon,1,370100
95,4,10,1,3,1960,Presqu'île,6,bon,0,693400
55,2,5,0,10,2006,Confluence,10,bon,0,348900
40,2,0,0,8,1999,Monplaisir,1,bon,1,246000
58,3,6,0,5,1991,Part-Dieu,5,neuf,1,419800
86,4,13,1,5,1932,Vieux Lyon,4,bon,0,571500
18,1,6,0,4,1999,Part-Dieu,5,neuf,1,144300
30,1,15,0,6,1972,Presqu'île,9,bon,0,231200
106,5,1,0,6,1932,Vieux Lyon,0,bon,0,619200
63,3,5,0,5,1998,Part-Dieu,4,bon,1,413400
40,2,0,0,7,1926,Croix-Rousse,6,bon,0,246000
29,1,12,0,3,1958,Presqu'île,7,neuf,0,231700
32,1,4,0,8,1961,Vieux Lyon,2,bon,0,201200
33,2,4,0,4,1954,Presqu'île,0,bon,0,220500
30,1,4,0,5,1964,Part-Dieu,2,neuf,1,213000
32,2,1,0,6,1952,Monplaisir,0,bon,0,177200
39,2,15,1,3,1944,Part-Dieu,4,bon,1,275500
52,2,6,0,5,2017,Part-Dieu,6,neuf,1,390100
49,2,13,1,8,2017,Confluence,2,neuf,1,376300
77,3,13,1,7,1957,Vieux Lyon,7,neuf,0,552500
117,5,7,0,5,1965,Vieux Lyon,10,bon,0,764800
73,3,9,0,5,1918,Presqu'île,3,bon,0,485600
66,3,5,0,4,1954,Part-Dieu,3,bon,0,405000
69,3,0,0,8,2003,Monplaisir,0,bon,1,410400
40,2,9,1,6,1911,Vieux Lyon,7,neuf,0,276300
47,2,15,0,7,2002,Confluence,9,bon,1,343400
45,2,0,0,7,2025,Confluence,5,neuf,1,327700
40,2,8,0,3,1982,Presqu'île,9,neuf,0,323400
117,5,4,0,7,1975,Croix-Rousse,0,bon,0,749300
37,1,14,0,9,2025,Confluence,4,neuf,1,282200
33,2,13,0,8,2007,Part-Dieu,8,à rénover,0,202300
52,3,3,0,4,1933,Presqu'île,2,à rénover,0,300500
78,4,2,0,7,1942,Croix-Rousse,4,bon,0,492100
28,1,14,0,4,1930,Presqu'île,7,neuf,0,223100
41,2,10,0,7,1892,Vieux Lyon,12,à rénover,0,226200
44,2,2,0,3,1964,Presqu'île,0,bon,0,297500
28,1,6,0,4,2004,Part-Dieu,4,bon,1,197800
72,3,6,0,6,1954,Vieux Lyon,2,à rénover,0,392200
48,2,13,0,5,1944,Vieux Lyon,1,bon,1,335100
24,1,0,0,5,1992,Part-Dieu,4,bon,0,149700
83,4,9,0,5,1997,Part-Dieu,1,neuf,1,581300
80,3,2,0,9,1920,Vieux Lyon,0,bon,0,456600
30,2,14,1,3,1928,Presqu'île,9,neuf,0,231100
63,3,1,0,4,1941,Monplaisir,1,bon,0,353000
68,3,6,0,8,2001,Confluence,11,neuf,1,477900
50,2,14,1,7,1974,Monplaisir,4,bon,0,324600
48,2,3,0,5,1958,Part-Dieu,1,bon,0,290900
74,3,12,1,9,2006,Confluence,6,neuf,1,551400
53,3,0,0,8,1924,Vieux Lyon,4,bon,0,310400
54,2,11,0,6,1992,Confluence,3,bon,1,377200
54,2,5,0,4,1946,Croix-Rousse,5,neuf,0,373700
52,2,2,0,8,2002,Monplaisir,2,bon,1,320900
33,2,3,0,5,1986,Part-Dieu,2,bon,1,223200
58,3,12,0,2,1970,Presqu'île,3,à rénover,0,375900
44,2,10,0,5,1967,Part-Dieu,2,bon,1,289400
42,2,7,1,7,1903,Part-Dieu,3,bon,0,249600
76,3,10,0,7,1947,Vieux Lyon,0,bon,0,482500
71,3,1,0,5,1983,Part-Dieu,1,neuf,1,478400
29,1,2,0,9,1995,Confluence,3,bon,1,191900
53,2,5,1,9,1961,Monplaisir,4,neuf,0,326700
37,2,15,1,6,1987,Part-Dieu,9,à rénover,0,222400
50,2,10,1,10,1958,Croix-Rousse,2,bon,0,317000
40,2,11,0,8,1981,Croix-Rousse,9,bon,0,281400
37,2,11,1,5,1947,Part-Dieu,0,bon,1,244800
112,5,12,1,7,1954,Vieux Lyon,8,à rénover,0,632000
42,2,5,0,8,1928,Croix-Rousse,0,bon,0,254700
52,3,14,1,7,1964,Part-Dieu,8,bon,0,345000
54,3,1,0,3,1970,Part-Dieu,2,bon,0,331400
44,2,4,0,5,1957,Part-Dieu,0,bon,0,269000
51,2,1,0,8,2025,Confluence,4,neuf,1,370800
29,1,1,0,9,1934,Croix-Rousse,0,à rénover,0,147900
51,2,10,0,6,1968,Croix-Rousse,8,bon,0,350200
76,3,14,1,7,2006,Monplaisir,8,à rénover,1,460100
41,2,9,1,4,1958,Presqu'île,5,bon,0,289400
60,2,4,0,5,1962,Part-Dieu,3,à rénover,0,320800
98,6,5,0,5,1876,Vieux Lyon,0,bon,0,563000
27,1,1,0,5,1991,Part-Dieu,2,bon,1,184900
74,4,14,1,1,2000,Vieux Lyon,12,bon,0,556500
31,1,6,1,4,1985,Part-Dieu,7,bon,1,226000
34,2,1,0,5,1926,Vieux Lyon,2,bon,0,209400
57,2,13,1,5,1959,Presqu'île,7,à rénover,0,374700
61,3,7,0,5,1888,Vieux Lyon,10,à rénover,0,327000
21,1,15,0,3,1952,Vieux Lyon,5,bon,0,152500
66,3,7,0,5,2015,Part-Dieu,4,bon,0,434900
64,2,3,0,6,2004,Confluence,5,bon,1,431300
39,2,6,0,6,1990,Presqu'île,10,à rénover,0,252700
41,2,13,0,6,1943,Croix-Rousse,1,à rénover,0,235500
36,1,1,0,7,1969,Monplaisir,2,bon,0,203000
42,2,1,0,4,1959,Presqu'île,0,à rénover,0,244200
53,3,14,0,8,2025,Confluence,8,neuf,1,409300
26,1,13,1,9,2025,Confluence,7,bon,1,201700
48,2,11,1,8,1923,Vieux Lyon,7,bon,0,308400
50,3,3,0,9,1982,Monplaisir,9,bon,1,316300
73,3,15,1,7,1989,Monplaisir,7,bon,1,495200
44,2,4,0,7,1912,Vieux Lyon,4,à rénover,0,230500
36,2,9,0,5,1944,Vieux Lyon,6,à rénover,0,206500
62,3,0,0,3,2024,Part-Dieu,3,bon,1,427900
24,1,4,0,6,1992,Vieux Lyon,4,bon,0,161400
104,5,11,1,10,1950,Croix-Rousse,7,bon,1,680600
51,2,8,0,2,1932,Presqu'île,2,bon,0,356700
38,2,15,1,8,1942,Croix-Rousse,5,bon,0,256100
87,4,10,0,5,1894,Presqu'île,6,à rénover,0,500300
86,3,0,0,8,1938,Monplaisir,4,à rénover,0,390000
41,2,11,1,10,2006,Confluence,2,bon,1,289400
43,2,8,0,10,1943,Monplaisir,1,à rénover,0,206500
19,1,11,0,1,1974,Presqu'île,0,à rénover,0,122700
37,2,0,0,8,1916,Croix-Rousse,0,à rénover,0,184000
55,3,7,0,3,1976,Presqu'île,4,bon,0,400100
65,3,13,0,9,1916,Monplaisir,3,bon,0,371600
48,2,7,1,4,1970,Presqu'île,6,bon,0,345700
62,3,11,0,1,1938,Vieux Lyon,0,à rénover,0,355400
32,1,0,0,6,2025,Part-Dieu,3,bon,1,214800
23,1,14,1,7,1968,Croix-Rousse,7,neuf,1,194600
59,3,0,0,8,1929,Vieux Lyon,0,bon,0,344500
70,3,5,1,8,1976,Croix-Rousse,3,bon,1,472100
141,6,4,0,10,2010,Confluence,0,neuf,1,949500
52,3,11,0,11,2023,Confluence,10,à rénover,1,319600
57,2,8,0,8,1950,Vieux Lyon,2,neuf,0,383900
22,1,1,0,8,1951,Croix-Rousse,1,bon,0,136800
49,3,7,0,6,1915,Vieux Lyon,1,neuf,0,322800
42,2,9,0,7,1930,Vieux Lyon,1,bon,0,259300
44,2,4,0,5,1980,Monplaisir,7,bon,0,268400
76,3,1,0,7,1928,Croix-Rousse,0,neuf,0,493100
76,4,5,0,7,1942,Croix-Rousse,4,bon,0,467600
74,3,12,0,7,1967,Croix-Rousse,7,neuf,0,544600
48,3,15,0,7,1899,Vieux Lyon,8,bon,0,298400
